File_name,DER_MFCC,Precision_MFCC,Recall_MFCC,F1_MFCC,AUROC_MFCC,DER_segmentation,Precision_segmentation,Recall_segmentation,F1_segmentation,AUROC_segmentation,DER_scd,Precision_scd,Recall_scd,F1_scd,AUROC_scd,DER,AUROC
IS1003d.Mix-Headset,0.269489369434854,0.086368977673326,0.045593035908596,0.077657307015105,0.507568483942446,0.977944769320887,0.052173913043478,0.010014836795252,0.016804107670764,0.500428612527793,1.08668445753198,0.129429892141757,0.031157270029674,0.050224215246637,0.490729270542831,0.125700646839464,0.499995559279462
IS1001b.Mix-Headset,0.273161350222163,0.212512092873267,0.079543050560609,0.122695382607277,0.513153977415416,0.80680073857189,0.111557788944724,0.039913700107875,0.058792372881356,0.511691614532124,0.733445111115607,0.157164869029276,0.036677454153182,0.059475218658892,0.494099794121391,0.105190962238834,0.499994850659683
IS1006a.Mix-Headset,0.277329260309841,0.089962515618492,0.068174838775719,0.10767987065481,0.508780731098252,0.901055220220491,0.116465863453815,0.03416933176233,0.052837064029152,0.509859706932068,0.866936516114585,0.285053929121726,0.062279077596364,0.102224064097251,0.510227334002797,0.145246965566899,0.499995039613645
ES2012b.Mix-Headset,0.277896233120114,0.152705963460876,0.038490007401925,0.051922116824763,0.505999385792887,0.586348525192573,0.021276595744681,0.013915243516762,0.016826003824092,0.502396392209546,0.310768331018349,0.003852080123267,0.003162555344719,0.003473428273706,0.477229160752064,0.073605487659117,0.499999007933696
TS3007b.Mix-Headset,0.278088459583122,0.256055363321799,0.033378746594006,0.048149361283983,0.498855168324069,0.575538615446921,0.081967213114754,0.040666150271108,0.054361894900337,0.514984411391853,0.58483397570798,0.032357473035439,0.016266460108443,0.021649484536083,0.483551087336877,0.028067257308328,0.499998204828162
TS3008a.Mix-Headset,0.281629474606381,0.288888888888889,0.13210332103321,0.167634388462259,0.529568943718546,0.951940312838087,0.204819277108434,0.146407480314961,0.170756206055388,0.562553867402713,0.682543742831544,0.148690292758089,0.047490157480315,0.071988064155166,0.500786425093783,0.083942779669067,0.499997779649171
ES2015d.Mix-Headset,0.282286265525142,0.208141321044547,0.077996386267818,0.130973451327434,0.52419720464871,0.976924789707571,0.078459343794579,0.009105960264901,0.016318053701231,0.501519432666355,1.03347780202502,0.248073959938367,0.053311258278146,0.08776233306078,0.504563184936076,0.164267986075296,0.499995417552606
EN2009c.Mix-Headset,0.288146214099217,0.177272727272727,0.031609661209272,0.053652496904664,0.504987494179497,0.776062695645151,0.247440273037543,0.039242219215156,0.06774118196683,0.517594846294431,0.70842061555976,0.156394453004622,0.054939106901218,0.081313839375125,0.505062252149144,0.068703963038108,0.499996693096698
ES2013a.Mix-Headset,0.294382443965113,0.116441779110445,0.070837828119382,0.08416105948948,0.495278002612403,0.51479028363961,0.038277511961723,0.022535211267606,0.028368794326241,0.502993806455237,0.416626803293134,0.098613251155624,0.040062597809077,0.056977520587581,0.496569359384205,0.161569833264716,0.499997354480108
ES2015a.Mix-Headset,0.297595239256622,0.302392002856123,0.049534977759806,0.073728558531448,0.507870104200198,0.911542165417928,0.057408419901586,0.035128805620609,0.043586550435866,0.509694197290204,0.773740934047313,0,0,0,0.474184566428003,0.09122087089641,0.499997212756618
TS3010c.Mix-Headset,0.297858564542817,0.285344189489267,0.058688350715927,0.075825054242321,0.496658725578779,0.994218100699726,0.070498915401302,0.038033937975424,0.049410870391486,0.511161646250357,0.902377842551156,0.054699537750385,0.020772381509655,0.030110262934691,0.485559190633424,0.127936749238032,0.499997212754511
TS3011b.Mix-Headset,0.304021950076959,0.453715775749674,0.040139616055847,0.064358167191326,0.502744158772014,0.7558135621549,0.126723571897571,0.047630799605133,0.069237668161435,0.51768433327358,0.76002010635202,0.140986132511556,0.045162882527147,0.068411214953271,0.499426563164142,0.109830396304274,0.499996598611175
IS1000d.Mix-Headset,0.313133148594013,0.104394326900721,0.074774232390127,0.114946783896344,0.513719147937096,0.914170861046642,0.198805460750853,0.047883271681052,0.077177873468036,0.519580279593429,0.954112530279673,0.25346687211094,0.067612001644061,0.106748864373783,0.512978936384942,0.163309779409883,0.499996267911074
IS1000c.Mix-Headset,0.31738507331055,0.335454545454545,0.106752411575563,0.148862235175429,0.52899851311186,0.854210575331776,0.122994652406417,0.057676232933965,0.078528072837633,0.522062936759472,0.623924182876474,0.187981510015408,0.06798551128448,0.099856762840188,0.512517613017953,0.102249493219628,0.499997118270524
IS1006b.Mix-Headset,0.321690711212351,0.396,0.026346702466857,0.038009926159061,0.48766254035833,0.65729916394287,0.045058139534884,0.008938869665513,0.014918190567854,0.5014569999417,0.497991150892539,0.060862865947612,0.02277970011534,0.033151489718842,0.486674712796407,0.118037384309734,0.499997874132989
